344772	48.8931371047
344774	103.012387929
344775	119.220053933
344776	3.77409596202
344778	7.74718565906
344779	9.2013951411
344780	1.64032323174
344781	3.70999121572
344782	4.34705651168
364137	4.75631908507
364138	2.2334314464
364139	1.4895549592
364140	1.76278578
364141	0.144568326
364210	2273.387144
364211	81.693565968
364212	43.8630100839
364213	5.40565221651
364214	2.74185872744
364215	0.49913691828
308094	0.63347
410470	452.477440161
410471	379.282560071
410644	2.061459
410645	1.28856558
410646	35.84952
410647	35.8467585
410658	44.154726
410659	26.2751575
410155	0.60084912
410218	0.04128768
410219	0.0412888
410220	0.0409416
412043	0.010665
304014	0.0016396
363355	4.31012
363356	2.194383
363357	6.7951
363358	3.4328
363359	24.708
363489	11.419
363494	0.60293
364250	1.252
364253	4.5765
364254	12.501
364255	3.2344
364288	1.4484
364289	2.9708
364290	0.17238
364156	15327.146835
364157	2432.8754604
364158	828.11886696
364159	618.289521696
364160	223.798672944
364161	76.6858285116
364162	197.7636276
364163	96.59447028
364164	36.3452566609
364165	38.3222130984
364166	22.3844544
364167	8.73883395
364168	14.5588212
364169	1.19800296
364170	15330.348495
364171	2433.256749
364172	831.83240448
364173	618.8532273
364174	223.883895312
364175	94.8875738441
364176	197.44564455
364177	94.94610048
364178	35.9109509774
364179	38.3195547504
364180	22.38600672
364181	9.5821482834
364182	14.5985994
364183	1.19761488
364184	15331.949325
364185	2452.3434936
364186	837.66524688
364187	619.796281104
364188	222.163827732
364189	95.3403180622
364190	197.410775562
364191	93.96813888
364192	34.895047572
364193	39.3007024872
364194	22.280458662
364195	9.492941304
364196	14.6034504
364197	1.19732382
308096	6.8063
308097	6.7952
308098	6.7976
345099	6.659184
345100	7.354204
345101	17.179605
345102	9.024144
364100	1588.95743328
364101	220.33301094
364102	127.13617077
364103	73.43146566
364104	20.901824307
364105	12.539434964
364106	23.287464963
364107	9.1331717645
364108	6.0680433996
364109	4.6554550336
364110	2.21141895394
364111	1.47174973071
364112	1.74260121
364113	0.14392476
364114	1586.38394936
364115	220.2663141
364116	127.16825156
364117	74.87900161
364118	20.36447595
364119	12.709726428
364120	24.413890732
364121	9.2403820593
364122	6.0681662622
364123	4.79353962717
364124	2.24796511688
364125	1.49831174724
364126	1.76415092
364127	0.145046125
364198	2271.78749245
364199	80.980572848
364200	43.825567219
364201	5.4923404592
364202	2.69756305476
364203	0.5119196992
364204	2272.72846395
364205	81.730785535
364206	43.8464655622
364207	5.35086329771
364208	2.71281059595
364209	0.48839794696
308092	0.63197
308093	0.63433
345324	0.5437
345948	0.0437
345121	0.2300348562
345122	0.2305040788
345123	0.57555941
346191	0.01913667954
346192	0.01913003766
346193	0.0470363709
345211	0.033417
345212	0.052685
345217	0.055438
346343	0.23844
346344	0.22976604
346345	0.054667
346527	0.2300348562
346528	0.2305040788
346562	0.57555941
346565	0.01913667954
346566	0.01913003766
346571	0.0470363709
346531	0.2300348562
346532	0.2305040788
346564	0.57555941
346569	0.01913667954
346570	0.01913003766
346573	0.0470363709
346909	0.033417
346912	0.052685
346915	0.055438
346919	0.01507
346923	0.014534286
346927	0.00345
600565	0.57312189
600566	0.1645326
600567	0.22790812
600568	0.2285175
600569	0.04696758
600570	0.01375818
600571	0.0189768
600572	0.0189768
600573	0.033238
600574	0.052425
600575	0.055203
